E,N,H,Rho1,Rho2,Rho3,Rho4,Rho6,Gamma
14.06013167,52.40160166,60.64300156,271.0169063,208.8504499,318.7787621,764.6862086,1686.103748,1.166569738
14.06009167,52.40158167,60.49499893,287.5156263,222.4492825,331.6029044,869.6253578,1861.705262,1.158706641
14.06005333,52.40155999,60.35499954,308.0620594,241.1439099,373.3315132,997.0539292,2082.726609,1.144231707
14.060015,52.40153999,60.21300125,332.5930572,278.5109528,435.6671038,1128.797994,2198.930548,1.136628444
14.05997667,52.40151835,60.06000137,369.4164404,339.6883758,511.4993183,1241.694959,2274.281151,1.134020906
14.05993833,52.40149667,59.92200089,420.5170303,404.8785382,620.7691293,1309.866246,2308.225527,1.125403379
14.0599,52.40147667,59.77199936,477.4722229,458.1547009,706.4698162,1325.369373,2327.863472,1.116485866
14.05986333,52.40145499,59.66400147,521.0888007,502.4994769,758.0985974,1336.469145,2300.310531,1.105836888
14.059825,52.40143499,59.54100037,555.8638939,527.0670642,798.8015486,1332.745918,2320.783619,1.096792361
14.05978833,52.401415,59.44200134,573.4176627,535.9357237,825.7401139,1335.09697,2258.313512,1.09337301
14.05975167,52.401395,59.34000015,579.8903424,542.5847033,821.8444046,1322.29041,2135.233974,1.091790184
14.05971333,52.40137501,59.25,577.0317604,549.3706032,801.2241771,1288.930156,1954.927741,1.093600609
14.059675,52.40135501,59.15999985,574.2808137,543.7626539,774.9775827,1212.098755,1741.933669,1.101125964
14.05963833,52.40133499,59.0719986,561.8797406,531.9893804,721.0531833,1108.877693,1530.924296,1.09676718
14.05960167,52.40131499,58.99900055,543.4910115,505.7555662,656.856029,991.1742081,1407.882941,1.081919684
14.05956334,52.40129499,58.9129982,514.1656299,470.6886411,585.9713197,907.8420366,1346.337896,1.083483163
14.059525,52.401275,58.83599854,480.4801456,435.7690556,543.3940937,864.9266809,1325.856576,1.093335917
14.05948667,52.401255,58.75299835,447.5273255,417.5380559,517.8033464,842.5632338,1348.762487,1.094497731
14.05944833,52.40123332,58.66799927,424.627252,405.4960588,515.8706587,862.9070055,1388.55901,1.099871506
14.05940834,52.40121333,58.59899902,410.6371019,404.8341029,527.1437741,901.598153,1410.622736,1.115037321
14.05937,52.40119333,58.53499985,406.7178373,408.332939,550.9900615,932.9232221,1448.785271,1.115503434
14.05933167,52.40117165,58.48400116,410.0501936,419.6660933,579.7490202,966.0100687,1492.458245,1.107617483
14.05929333,52.40115166,58.44800186,417.8395692,425.3404194,608.9053155,1024.67783,1565.759859,1.10871678
14.05925667,52.40113166,58.43099976,426.3343395,440.172303,640.6119593,1080.842262,1647.285394,1.104738204
14.05921834,52.40111167,58.42100143,436.121231,459.1790745,680.522863,1124.519855,1736.571197,1.091358083
14.05918,52.40109167,58.4469986,448.8428337,478.3029327,706.8208453,1168.239606,1771.126933,1.077910707
14.05914167,52.40107168,58.45800018,458.2929699,488.7356978,702.5489341,1180.730983,1780.378671,1.068414921
14.05910333,52.40105168,58.49599838,466.8861052,497.5422546,694.0924099,1150.877225,1747.231349,1.05829825
14.05906667,52.40103165,58.52099991,472.7627235,491.2181495,669.0465313,1077.893814,1628.03985,1.054044682
14.05903,52.40101166,58.55199814,471.860494,466.404479,621.5509011,967.5341037,1406.150229,1.054746349
14.05899167,52.40099166,58.58200073,452.9927305,430.6782145,559.0535558,808.64446,1153.615822,1.061142748
14.05895333,52.40097001,58.62599945,427.1306867,382.8066267,491.2574722,635.3006429,897.296155,1.068829053
14.05891667,52.40094833,58.68399811,387.288936,325.4671795,405.6063567,471.5832993,635.3303674,1.074747915
14.05887833,52.40092834,58.75400162,340.0125811,265.3975003,317.938281,330.1589973,455.9480089,1.09355115
14.05884167,52.40090666,58.85499954,288.5943348,212.7460103,236.7268338,234.418397,421.4003539,1.11313609
14.05880667,52.40088501,58.93600082,247.3068809,166.5863996,177.1381087,200.9171677,512.2978528,1.125604355
14.05877167,52.40086333,59.02000046,208.3732598,136.2009381,151.3170534,227.110594,613.8167841,1.140596524
14.05873834,52.40084333,59.09799957,183.7453159,117.1085218,151.1504958,243.923261,699.4688994,1.155600538
14.05870334,52.40082165,59.19100189,168.3733441,108.7615592,170.0914823,264.5446879,778.3134612,1.162711668
14.05867,52.40080001,59.26399994,163.0699924,105.1771932,186.2608156,279.1169508,804.1550429,1.172882758
14.05863833,52.40077833,59.31399918,159.5914231,105.5600653,205.6658041,306.7850379,746.6657743,1.185171099
14.058605,52.40075833,59.38100052,159.6080229,104.9008861,217.248907,306.1568173,700.8765344,1.192069553
14.05857333,52.40073668,59.46099854,154.295628,102.6473578,218.4852447,354.9601702,657.1098951,1.199890035
14.05854333,52.40071665,59.51100159,144.3593358,101.3706614,208.7394464,396.1234276,591.3595049,1.201437026
14.05851167,52.40069501,59.53900147,133.8207013,103.6288454,198.1471857,429.8088068,499.4220916,1.198796175
14.05848167,52.40067501,59.5320015,127.5844532,102.4213986,170.0751869,401.432736,424.5175358,1.195804346
14.05845167,52.40065667,59.55599976,121.1273159,97.44846946,137.4355732,368.1278215,334.7939985,1.191731687
14.05841833,52.40064001,59.52600098,116.7035315,92.71988084,107.3504833,294.8474295,275.8094067,1.184517501
14.05838167,52.40062501,59.53499985,115.7053035,84.25364657,77.85034275,233.5063112,235.3639418,1.178022505
14.05834167,52.40061499,59.48199844,113.0750896,71.21444471,54.69905417,183.1520226,244.7298217,1.174852409
14.0583,52.40061166,59.38800049,106.44683,62.76669912,52.67381992,180.6613756,256.4393099,1.168305321
14.05825834,52.40061499,59.2859993,105.1766532,62.8950517,56.57252924,193.9035495,300.0029252,1.162036872
14.05821833,52.40062002,59.18500137,108.2006607,65.85559668,61.75826093,240.2472702,360.0193316,1.165007266
14.05818167,52.40062501,59.10400009,111.9668044,75.99532077,74.63586799,298.7703771,487.5386001,1.170642796
14.05815,52.40063168,59.02099991,119.1272911,92.50850208,92.3417421,380.0212378,664.6199661,1.168760916
14.058125,52.40064001,58.96699905,130.2202874,112.1154761,110.360609,484.3101567,892.4144006,1.17020493
14.05810334,52.40065168,58.90200043,140.8958481,134.7232129,137.2631471,596.7780897,1129.716067,1.175119592
14.05808833,52.40066834,58.80799866,158.15168,168.8823781,178.3454804,681.805969,1360.119339,1.170844749
14.05808167,52.40068833,58.72800064,188.8814171,209.8597415,225.0013199,767.2157182,1510.932529,1.163567343
14.05808667,52.40071001,58.66500092,227.8927028,252.9218654,306.1876921,825.3018262,1557.442435,1.162431249
14.05810334,52.40073001,58.61899948,268.8604483,299.4498406,376.4224791,817.9830008,1493.782386,1.161048914
14.05812833,52.40074666,58.57400131,308.4306004,331.3516044,418.5682849,760.5001975,1372.908772,1.159085888
14.05816167,52.40076501,58.56600189,332.5744595,336.9919128,428.3641692,705.3324007,1209.611221,1.15771454
14.05819833,52.400785,58.51900101,332.8523431,320.0663493,421.8429418,612.9287468,1013.530692,1.161432072
14.05823833,52.40080668,58.49399948,315.7581691,285.8589796,363.4724553,502.2609802,832.549579,1.162029101
14.05827667,52.40082668,58.4469986,287.4353665,233.6408591,298.4286164,417.2451265,711.0008427,1.176103829
14.05831667,52.40085001,58.44599915,249.5414516,183.4617506,243.3653011,364.5642036,624.2307634,1.196597353
14.058355,52.40087001,58.45100021,212.2616869,142.5962439,204.8397881,308.6156924,553.388263,1.210188758
14.05839333,52.40089165,58.45299912,181.293754,111.4427681,168.2798606,271.4898342,553.9700123,1.225922969
14.05843333,52.40091168,58.45199966,154.7873059,91.18236595,143.6195679,266.5420547,606.12476,1.250707547
14.05847333,52.40093168,58.42900085,134.9963294,81.29469678,134.7839982,281.8533145,652.1749363,1.256073058
14.058515,52.40095333,58.42300034,125.5513427,78.74045855,143.8267179,298.5898312,678.4753357,1.251965375
14.05855667,52.40097332,58.4129982,125.9871839,84.31484192,155.2796169,327.5835808,749.0619797,1.248237423
14.05859667,52.400995,58.39099884,137.5029246,95.10765864,177.6905391,378.7796402,814.7688262,1.239200413
14.05863833,52.401015,58.34700012,162.6033651,110.8825386,210.9276389,431.4061922,870.6025526,1.224056907
14.05867833,52.40103499,58.30099869,200.308051,135.5130748,240.3350834,473.5251312,957.6345331,1.206444075
14.05871833,52.40105667,58.25600052,248.1647656,168.0465361,261.081983,527.1644016,1086.498558,1.184926099
14.05875833,52.40107667,58.22299957,303.1114254,202.8632221,285.3236535,583.3653403,1191.122888,1.177439709
14.05879833,52.40109666,58.16899872,355.2788938,240.5273523,306.1949985,614.8871454,1275.72957,1.16456345
14.05883667,52.40111834,58.14500046,396.1702205,275.7453389,318.3045854,627.0931108,1320.295259,1.148291913
14.058875,52.40113834,58.14400101,426.3351503,304.2214663,331.5025176,625.980891,1341.658418,1.139939167
14.058915,52.40115999,58.13999939,445.3371642,323.8367336,337.2974862,609.3106582,1330.382001,1.125617448
14.05895333,52.40118001,58.1609993,455.1981709,335.8034652,337.0736512,570.5054984,1322.046709,1.107518643
14.05899333,52.40120166,58.18299866,458.8297481,337.0817032,328.5083504,543.177012,1333.600199,1.103102443
14.05903167,52.40122166,58.23400116,462.8768592,333.4864383,317.9970347,517.6711043,1376.376042,1.101615256
14.05907,52.40124165,58.31000137,463.5239795,325.6643021,304.1217153,503.9809085,1412.789311,1.10477415
14.05910667,52.40126168,58.36199951,461.7250385,317.8955098,295.9553149,492.8899678,1407.058536,1.119415211
14.059145,52.40128168,58.45100021,456.0510857,313.3454526,283.14515,495.8515659,1391.887416,1.127861474
14.05918334,52.40130332,58.56200028,451.6693781,302.2015541,268.7614108,488.0488988,1332.654648,1.135677359
14.05922333,52.40132332,58.69300079,438.0806682,286.294398,252.8149494,480.7710112,1228.272129,1.139906536
14.05926167,52.401345,58.83499908,419.0023022,270.7303651,233.9541329,450.0594644,1101.837005,1.146185192
14.05930167,52.40136499,58.98400116,396.2855466,245.4387348,204.8588385,414.8299936,1027.29782,1.158690098
14.05934,52.40138499,59.11000061,367.4782179,211.4282248,179.1934259,373.0940065,938.5948329,1.170022706
14.05937833,52.40140499,59.24100113,333.3646115,189.1305767,159.0687596,340.1236421,883.2930544,1.176744994
14.059415,52.40142501,59.40299988,308.4165063,172.9776909,145.6328485,326.7748376,894.9471831,1.186605712
14.05945167,52.40144501,59.54299927,290.4312902,158.4659917,143.6937431,364.2123879,939.8742404,1.192957007
14.05948833,52.401465,59.66799927,278.9743965,161.8752259,161.7607075,410.44042,1000.821605,1.196277374
14.05952667,52.40148335,59.81100082,284.3286857,172.150081,187.2163341,469.9626714,1060.771055,1.208302238
14.059565,52.40150334,59.95100021,293.6799488,182.123086,216.2316121,517.3446342,1091.684202,1.207932162
14.05960333,52.40152499,60.08800125,299.8342706,190.8984366,237.4716888,533.9571715,1075.195051,1.201945202
14.05964333,52.40154498,60.22200012,301.4057177,194.1389402,245.0709532,513.3469007,1052.084825,1.201447346
14.05968334,52.40156666,60.34400177,294.1401698,182.1548731,242.5189404,480.1935295,989.248734,1.204234736
14.05972333,52.40158666,60.47100067,270.7319262,168.6902127,230.0829992,435.5924643,944.1683368,1.197996385
14.05976167,52.40160666,60.60400009,249.4374329,155.7325412,213.7480234,400.3541346,946.4980159,1.192777825
14.05979833,52.40162668,60.74599838,232.8625166,148.2683538,203.1331095,394.7341132,999.2944427,1.200168249
14.05983667,52.40164668,60.86700058,223.9837291,149.0488558,198.6062703,402.7626859,1077.724635,1.212440824
14.05987334,52.40166833,61.01300049,225.0645886,157.3767136,198.4033932,429.194583,1172.37488,1.217499285
14.05990833,52.40168832,61.16199875,236.5560181,166.6710745,204.6099571,453.8026717,1265.902565,1.218060665
14.05994333,52.40170835,61.31100082,245.9469477,171.5735687,212.4677079,473.2114617,1307.188948,1.225987632
14.05997833,52.40172834,61.41199875,253.4515568,168.4430611,214.8805307,470.3630346,1289.280231,1.227480214
14.06001333,52.40174834,61.55400085,252.498209,160.2435112,221.7193712,464.045802,1250.037087,1.212498988
14.06004833,52.40176834,61.70600128,244.5814384,150.1303637,225.3524515,456.9414115,1214.854347,1.201161998
14.060085,52.40178833,61.86500168,230.328859,141.1379245,236.5407067,466.6724055,1172.256456,1.20395186
14.06012,52.40180667,62.03300095,215.0934967,136.7832646,249.5144546,484.1405132,1145.027386,1.208527641
14.06015667,52.40182667,62.1629982,197.7171136,138.831965,260.0174211,483.6769072,1150.784454,1.215066237
14.06019167,52.40184501,62.30599976,187.073073,140.5953656,261.8799692,492.5861897,1136.046152,1.227695942
14.06022833,52.40186332,62.45700073,179.6511915,144.1028099,263.273756,478.7242625,1121.292551,1.243641246
14.06026333,52.40188166,62.62900162,175.0269379,148.7693315,249.6276639,451.9624322,1098.81862,1.26094589
14.0603,52.40190166,62.7820015,174.5005088,150.317957,221.8159659,430.2512718,1119.363537,1.268716575
14.06033333,52.40192,62.93299866,175.5894943,147.7538308,205.5079171,453.5195195,1148.346718,1.264667319
14.06036834,52.40194,63.09400177,176.9839334,151.3340114,191.4812189,459.7197294,1175.494755,1.260025008
14.06040334,52.40195999,63.20700073,181.3792664,152.9759453,167.3942498,486.158598,1204.099203,1.251585268
14.06043834,52.40197999,63.34600067,189.7233828,151.3120139,147.444303,497.0731495,1271.490062,1.239038024
14.060475,52.40200001,63.47000122,197.2024665,150.5256228,148.0544158,498.8259675,1288.435246,1.234492698
14.06051167,52.40202001,63.59400177,209.6418885,152.0114003,144.0430556,492.8271111,1272.419358,1.231445896
14.06054667,52.40204001,63.72100067,223.2993377,149.4291795,148.2164872,482.3464329,1275.709355,1.231491517
14.06058333,52.40206,63.83599854,238.4631803,145.6254936,173.0997376,431.1614857,1251.864317,1.233356649
14.06062167,52.40207834,63.95500183,250.8772167,143.7809246,203.8601742,403.0478705,1208.612702,1.22264142
14.06065833,52.40209834,64.08200073,267.6784529,144.3337964,219.7111775,377.2589642,1211.628879,1.204921642
14.06069667,52.40211833,64.18900299,283.1363416,147.0615861,238.9013742,352.9316236,1253.229878,1.191848029
14.06073333,52.40213833,64.29000092,294.9042934,152.1054459,253.9195691,348.5530772,1325.817894,1.176517225
14.06077,52.40215832,64.39199829,299.4064801,163.0455022,259.341402,462.9062662,1470.945177,1.165745502
14.06080667,52.40217667,64.4940033,301.9164158,167.1305176,271.881573,573.723239,1618.438694,1.167536504
14.06084167,52.40219666,64.60600281,287.512548,173.7020895,301.546466,690.4425298,1734.560285,1.182375925
14.06087833,52.402215,64.6949997,268.9796746,175.3605546,321.1208541,777.4732213,1811.078668,1.207038569
14.060915,52.402235,64.76899719,251.6302395,173.9927727,343.8424871,786.6350548,1810.09626,1.227298877
14.06095167,52.40225334,64.84200287,237.7478275,167.4678934,373.3179182,701.3507432,1713.948014,1.233602003
14.06099,52.40227334,64.90799713,223.6581612,171.2878556,385.7941683,600.5651034,1558.479644,1.235291969
14.06102667,52.40229333,64.93199921,229.1470683,169.8398266,361.3454366,478.5364336,1380.580232,1.231305421
14.061065,52.40231168,64.9960022,236.1535518,172.9288691,342.4640168,368.5851814,1231.218956,1.214933797
14.06110167,52.40232999,65.02799988,240.9905128,175.6941036,316.00302,348.2833333,1113.257742,1.203627197
14.06114,52.40234833,65.05799866,247.2367812,178.6831432,279.6830042,333.0576181,1042.191204,1.207781672
14.06117834,52.40236667,65.10700226,256.221367,180.1496561,240.3725271,340.9873362,1039.211215,1.20940417
14.061215,52.40238667,65.12999725,255.7502766,174.6805286,237.992502,374.9265169,1057.039106,1.213546529
14.06125333,52.40240501,65.14700317,249.7994273,165.5788845,238.7550038,409.659802,1032.352348,1.224116277
14.06129167,52.40242332,65.1740036,243.5654218,157.1985632,235.6044926,411.3127818,1026.306636,1.222712251
14.06132833,52.40244166,65.1949997,233.3271017,148.3331034,227.6347853,418.2381288,1026.528362,1.216324531
14.06136333,52.40246,65.20700073,218.8814613,135.1732152,237.4013979,414.0391722,1009.514196,1.22097882
14.0614,52.40247666,65.22299957,202.0875492,132.962409,229.0124119,398.2510805,1027.284272,1.23004433
14.061435,52.402495,65.20899963,189.9001011,132.1729477,220.7550417,392.8213946,1104.530539,1.240257444
14.06147167,52.40251335,65.20999908,177.5096007,132.402841,226.8399025,428.1696377,1202.68066,1.25215512
14.06150667,52.40253166,65.20400238,167.5957186,138.3654485,252.6978376,474.2310864,1297.932684,1.259482939
14.06154333,52.40255,65.17900085,164.5426724,155.3423999,273.8924296,520.6411013,1402.674972,1.262432093
14.06158,52.40256834,65.16500092,178.5530615,180.2521456,329.3027479,567.5573211,1476.304807,1.254124928
14.06161667,52.40258665,65.1269989,207.450524,219.1869398,382.841341,616.1777924,1470.7347,1.240572987
14.061655,52.40260668,65.0530014,256.9896544,272.3808704,411.5366018,629.0417383,1381.343633,1.226870217
14.06169334,52.40262667,64.97699738,321.741031,318.1282696,406.4939944,608.6886785,1261.082992,1.210731211
14.06173333,52.40264502,64.89499664,376.4830421,331.0585172,382.9891557,583.8849065,1120.121984,1.192321367
14.06177333,52.40266501,64.8239975,401.692716,317.7861183,314.8854975,548.7629149,959.9363907,1.17797046
14.06181167,52.40268501,64.76300049,398.1561142,282.7658728,245.1526334,508.4290936,853.5453854,1.177720218
14.06185167,52.402705,64.71900177,369.707313,228.6605474,199.2867506,469.8952754,830.5101201,1.185738757
14.06189,52.40272334,64.6740036,324.2355834,179.9257114,177.8995428,457.2069888,834.898464,1.196857137
14.06192667,52.40274334,64.64700317,290.8994701,158.6190399,178.4306606,436.6031719,849.5081173,1.211872319
14.06196333,52.40276168,64.61699677,279.2413945,154.7446925,213.4447142,425.8497743,893.851922,1.231447488
14.06199833,52.40277999,64.58499908,282.7209368,159.6571711,251.3402226,410.2421383,1011.964095,1.232523494
14.06203333,52.40279834,64.56099701,288.600176,170.6380799,276.6762365,409.6438019,1130.395202,1.22971911
14.062065,52.40281668,64.51999664,293.7109822,176.0042721,302.7531008,421.6076471,1271.690312,1.229514491
14.06209667,52.40283667,64.4940033,287.8252178,176.798985,327.929368,475.7675673,1383.867059,1.214147848
14.06212833,52.40285502,64.47100067,272.230554,182.4819477,349.0545719,523.49245,1483.722966,1.199994658
14.06216167,52.40287333,64.44100189,262.0650912,192.2846669,354.5872521,561.2786165,1408.931065,1.201019196
14.062195,52.40289332,64.39499664,258.4862086,199.4627281,351.8423564,567.3492255,1265.444038,1.202060128
14.06222833,52.40291166,64.37200165,254.5337593,205.0526591,332.1844584,510.7731074,1087.692346,1.206705713
14.06226167,52.40293001,64.34899902,249.4534829,205.2182653,294.5347301,418.9318806,937.5130279,1.222876036
14.06229667,52.40294835,64.33999634,242.2254206,186.8544996,240.1791147,336.6702217,804.3435613,1.229149228
14.06233,52.40296666,64.32499695,222.0199575,158.2307297,208.7027495,274.8131669,810.3765196,1.226721092
14.06236333,52.402985,64.33599854,194.8156676,128.6622338,207.2107111,244.3923211,844.9106794,1.232089147
14.06239333,52.40300334,64.36399841,170.2161212,105.3532995,233.3398076,284.4769936,908.9916834,1.235973325
14.06241833,52.40302499,64.40000153,152.3139948,89.65588452,269.6822479,310.8267897,1017.197513,1.236828704
14.062435,52.40304833,64.42299652,145.1921096,87.56017298,318.2286709,336.3177131,1091.887638,1.243722755
14.06244,52.40307166,64.47200012,145.8237837,93.93999935,360.0592298,339.4270285,1095.272135,1.254414602
14.062435,52.40309668,64.47699738,156.5854017,103.7833128,377.4512477,314.2657143,1140.393558,1.260840973
14.06242167,52.40312001,64.45899963,169.717061,106.6557997,362.1105191,270.944834,1117.048397,1.256880463
14.06240167,52.40314,64.43599701,178.9343736,105.9378723,350.6296708,251.8068829,996.9958646,1.256081151
14.06237333,52.40315666,64.39299774,179.9135307,103.3561144,321.6040352,219.4732125,859.876842,1.261100563
14.06233667,52.40316668,64.33000183,179.0452101,95.00247224,269.3982372,201.8945929,753.6865673,1.257851478
14.06229667,52.40316833,64.26999664,170.7118699,81.88286521,219.3145201,217.6305346,637.5446774,1.24957485
14.06225667,52.40316,64.21900177,155.4422975,75.90700049,190.2562351,237.0793528,588.8310916,1.250847483
14.06222167,52.403145,64.17500305,142.116398,71.96516683,163.0295813,268.7125843,624.4332478,1.257475149
14.06219,52.40312834,64.13200378,132.9572743,69.93088362,145.8751558,335.5507961,760.3609471,1.264825657
14.06215667,52.40311,64.10500336,124.648424,72.13476041,164.4441416,422.940581,903.1869061,1.278956271
14.06212167,52.40309165,64.06600189,117.9327764,84.34238794,206.2560693,503.2339617,974.4998029,1.291828353
14.06208834,52.403075,64.06099701,121.4419419,101.8663873,254.6110403,559.0157994,984.139758,1.300544331
14.06205334,52.40305665,64.06300354,134.5626803,128.2341605,288.2132119,568.9829089,934.3470326,1.302763591
14.06202,52.40303666,64.06099701,154.6530916,147.1751283,308.1760727,537.2685201,788.5074709,1.291640167
14.061985,52.40301835,64.02300263,175.5269093,160.3205994,301.9564371,473.0342426,621.1802291,1.280759696
14.06195,52.40300001,64.03099823,189.3636461,161.1730872,269.8328561,392.4460029,503.0262963,1.27889319
14.061915,52.40298166,64.06900024,190.1682437,149.5275321,219.4029979,325.8785942,436.8213524,1.282381952
14.06187833,52.40296167,64.11699677,175.7032415,124.518155,177.6712023,289.7032282,410.1555871,1.302549099
14.06184333,52.40294333,64.17199707,149.0715979,103.944724,153.0605686,278.8322254,452.6449015,1.336391162
14.06180833,52.40292333,64.24700165,117.0062181,88.15395879,141.3507295,291.6640479,545.3082753,1.369830425
14.06177333,52.40290333,64.35700226,93.12690169,79.56814049,145.0488517,338.0007802,647.4811968,1.389682571
14.06173833,52.40288499,64.43800354,77.56753933,78.57611723,167.1873056,378.9150074,751.1516014,1.392347248
14.06170167,52.402865,64.51999664,69.78252156,84.84101244,190.6300878,429.0402355,840.065886,1.379603336
14.06166667,52.40284665,64.58399963,68.42543118,92.86607265,204.3897473,451.1549228,884.1220883,1.359059826
14.06163167,52.40282834,64.67299652,76.87921678,99.94766129,218.9916819,449.9131781,885.5946031,1.3387721
14.06159667,52.40281,64.73999786,85.89678613,105.0027377,225.7389398,417.9434669,912.7156831,1.330742675
14.06156167,52.40279166,64.77500153,97.4771697,109.3845421,218.8227736,401.0350769,950.4123637,1.32688797
14.061525,52.40277166,64.81800079,112.4453053,110.8860154,213.728506,383.4494551,1023.881093,1.321973193
14.06148833,52.40275167,64.84600067,131.0212443,113.6889637,226.1192781,409.3244431,1132.319482,1.31077776
14.06145167,52.40273333,64.86499786,150.1497864,122.5404701,242.2314572,474.1261125,1251.261047,1.28357436
14.061415,52.40271333,64.87599945,175.6544804,137.1802299,262.8039609,531.4068611,1360.931977,1.248641117
14.06137833,52.40269499,64.87200165,205.3233908,155.8283997,288.1462947,558.0586738,1452.198933,1.229480493
14.06134167,52.40267499,64.85900116,237.3307809,177.42377,316.7027845,572.3869765,1396.201541,1.219258016
14.061305,52.402655,64.83799744,269.1857125,201.0960708,326.8903179,534.9619771,1313.768646,1.206028501
14.06126667,52.402635,64.80999756,303.0048103,215.946123,314.2657338,468.5278455,1235.477137,1.200766977
14.06122834,52.40261501,64.78099823,332.5871797,225.6087413,303.6067153,428.5532286,1133.467374,1.203248585
14.06119,52.40259501,64.74500275,358.9582783,233.5093444,292.0835162,434.0774705,1039.853549,1.188723308
14.06115167,52.40257498,64.71600342,383.2388218,243.2520135,278.2819947,446.0370628,1201.26286,1.165799594
14.061115,52.40255334,64.6740036,408.0570071,258.5005426,271.1014327,533.5432613,1327.685156,1.159841309
14.06107667,52.40253334,64.63999939,427.0052468,279.9587997,305.3549429,628.9192488,1468.029729,1.158436814
14.06103834,52.40251335,64.60199738,437.4494766,300.8186243,325.1155995,716.2937549,1575.825507,1.149534515
14.061,52.40249332,64.55200195,438.5029211,306.183912,329.037978,762.0485053,1599.509526,1.157777996
14.06096167,52.40247332,64.5019989,426.2134906,299.3390081,320.660768,785.8050656,1475.722761,1.177168381
14.060925,52.40245333,64.45400238,401.5420637,272.2398337,307.8706941,760.552535,1403.769553,1.186829771
14.06088833,52.40243499,64.39900208,365.2333733,238.3462742,267.3760596,735.0912485,1291.219982,1.190699617
14.06085167,52.40241499,64.36399841,329.981841,202.1399985,236.9052955,702.4268172,1207.869715,1.198550429
14.060815,52.40239499,64.34500122,297.0455852,177.9890526,234.3864671,695.4856776,1171.367599,1.199080951
14.06077667,52.402375,64.3030014,269.2336294,160.8886319,246.0893797,700.4789652,1119.297142,1.196630327
14.06073833,52.402355,64.2460022,245.5487159,152.6201879,259.5016969,697.0315324,1032.691667,1.194038183
14.0607,52.40233501,64.18099976,230.9700506,144.5269682,270.300464,672.827277,961.1161433,1.203961992
14.06066167,52.40231333,64.08899689,216.9701443,138.367014,273.2836881,634.2408865,886.9191009,1.227528809
14.06062333,52.40229333,64.0019989,204.6763298,132.4224843,258.7144242,573.4259232,835.9360988,1.242912186
14.060585,52.40227334,63.9109993,194.624499,124.7561591,227.8958008,510.9250095,791.6659719,1.242098346
14.06054667,52.40225334,63.81900024,186.6556009,116.364488,195.0558099,445.9869342,742.8391714,1.251159015
14.06050834,52.40223166,63.72900009,176.3882107,111.2301786,163.7356098,391.3021179,687.1565989,1.266941141
14.06047,52.40221167,63.66600037,168.2299258,103.9356625,140.6783406,357.2840888,617.624605,1.258417766
14.06043167,52.40219167,63.60499954,158.8027495,94.27969287,121.3803669,333.4517968,537.0776199,1.256749584
14.06039333,52.40217168,63.52600098,148.9343089,85.52418667,116.4968547,305.9338591,469.1882854,1.277617709
14.060355,52.40215168,63.44800186,137.9646716,78.88972249,106.7654889,284.913356,424.060016,1.279870555
14.06031667,52.40213165,63.37099838,129.2712191,70.63458547,101.0823277,260.2082576,385.1247967,1.268926285
14.06027833,52.40211166,63.29899979,120.4390582,64.98642608,94.09469843,227.9127599,369.3251092,1.277743367
14.06024,52.40209001,63.19599915,113.5762714,61.22801897,88.38507006,198.9848379,378.8720937,1.282296224
14.06020167,52.40207001,63.11299896,108.4371173,59.34887926,81.96424717,186.5200559,397.9622106,1.273130196
14.06016334,52.40204833,63.01699829,104.5565065,58.33535798,97.15825429,188.8732567,415.8083107,1.281755483
14.06012333,52.40202834,62.91199875,101.2810776,62.10892171,116.3380545,209.8231322,425.8857076,1.297296564
14.06008667,52.40200666,62.80899811,99.34941604,67.5843367,137.5872604,231.4151213,437.6550929,1.302195254
14.06004833,52.40198666,62.7140007,97.69844518,73.92853203,154.0023813,258.5830946,438.2213086,1.307602598
14.06001,52.40196667,62.62200165,96.03286644,79.04427377,168.2756876,284.3337753,413.3584864,1.317995419
14.05997334,52.40194499,62.5320015,96.29458041,81.92962251,167.0668912,292.2033468,395.8349328,1.325157827
14.059935,52.40192499,62.4449997,96.11037695,79.79566395,151.6454978,277.8313035,394.3076217,1.327955072
14.05989833,52.401905,62.34999847,95.40118925,73.80386413,128.9433575,264.3093943,363.9507922,1.331816788
14.05986,52.401885,62.2480011,94.73653273,64.87332133,107.5824594,239.3628033,319.4969479,1.332752489
14.05982167,52.40186666,62.1590004,94.02836695,55.82110868,83.82428355,201.2995702,292.4513225,1.325804598
14.05978333,52.40184666,62.06600189,89.57015526,47.83696667,61.67938882,173.302596,249.4081246,1.315322557
14.05974833,52.40182667,61.99700165,84.23068299,41.8101209,51.02380849,163.112121,202.0030347,1.303014508
14.05971167,52.40180833,61.91799927,78.90919031,38.62725231,48.88864444,158.3144734,182.8378597,1.295454866
14.05967667,52.40179002,61.8199997,73.31162577,39.55178539,50.88423812,162.7346088,172.926286,1.3063665
14.05964,52.40176999,61.73199844,66.90632327,41.96628128,54.53720607,176.0775422,162.3676427,1.32517714
14.05960167,52.40174999,61.57400131,63.25840604,44.99873314,59.30337592,183.2451594,156.8567201,1.349152661
14.059565,52.40172834,61.43899918,61.44542779,47.87111221,60.55715969,177.2914633,145.7800813,1.383490469
14.059525,52.40170835,61.27500153,59.97825783,50.8947597,57.61014145,162.4220732,131.1452161,1.412292876
14.05948833,52.40168832,61.12099838,59.27529013,51.55949361,54.86354723,143.2689562,124.692633,1.427192643
